Processed_Text,Encoded_Label
baked apple biscuit excellent way know wa delicate fricassee sweetbread asparagus brought first good mr,0
woodhouse thinking asparagus quite boiled enough sent,1
nothing grandmama love better sweetbread asparagus wa rather disappointed agreed would speak body fear getting round dear miss woodhouse would much concernedwell brilliant amazement could supposed thingsuch elegance profusioni seen nothing like since well shall sit shall sit anywhere jane draught,0
sit consequence,1
oh recommend sidewell sure mr,1
churchill seems goodbut please,1
direct house wrong,1
dear jane shall ever recollect half dish grandmama soup bless helped soon smell excellent help beginning,0
emma opportunity speaking mr,1
knightley till supper ballroom eye invited irresistibly come thanked,0
wa warm reprobation mr,1
eltons conduct unpardonable rudeness mr,1
eltons look also received due share censure,1
aimed wounding harriet said,1
emma enemy looked smiling penetration receiving answer added ought angry suspect whatever may,0
surmise say nothing course confess emma want marry harriet,0
replied emma forgive,1
shook head wa smile indulgence said shall scold,1
leave reflection,1
trust flatterersdoes vain spirit ever tell wrong vain spirit serious spirit,0
one lead wrong sure tell,1
completely mistaken mr,1
elton,1
littleness discovered wa fully convinced love harriet,1
wa series strange blunder return acknowledging much justice say would chosen better ha chosen,0
harriet smith ha firstrate quality mr,1
elton totally without,1
unpretending singleminded artless girl infinitely preferred man sense taste woman mr,0
elton,1
found harriet conversable expected,1
emma wa extremely gratified,1
interrupted bustle mr,1
weston calling every body begin dancing,1
come miss woodhouse miss otway miss fairfax come emma set companion example,0
every body lazy every body asleep ready said emma whenever wanted,0
going dance asked mr,1
knightley,1
hesitated moment replied ask,1
said offering hand,1
indeed,1
shewn dance know really much brother sister make improper,0
brother sister indeed,1
chapter iii little explanation mr,1
knightley gave emma considerable pleasure,1
wa one agreeable recollection ball walked lawn next morning enjoy,0
wa extremely glad come good understanding respecting eltons opinion husband wife much alike praise harriet concession favour wa peculiarly gratifying,0
impertinence eltons minute threatened ruin rest evening occasion highest satisfaction looked forward another happy resultthe cure harriets infatuation,0
harriets manner speaking circumstance quitted ballroom strong hope,1
seemed eye suddenly opened enabled see mr,1
elton wa superior creature believed,1
fever wa emma could harbour little fear pulse quickened injurious courtesy,0
depended evil feeling eltons supplying discipline pointed neglect could farther requisite,0
harriet rational frank churchill much love mr,1
knightley wanting quarrel happy summer must wa see frank churchill morning,0
told could allow pleasure stopping hartfield wa home middle day,0
regret,1
arranged matter looked put right wa turning house spirit freshened demand two little boy well grandpapa great iron sweepgate opened two person entered never less expected see togetherfrank churchill harriet leaning armactually harrieta moment sufficed convince something extraordinary happened,0
harriet looked white frightened wa trying cheer,1
iron gate frontdoor twenty yard asunder three soon hall harriet immediately sinking chair fainted away,0
young lady faint must recovered question must answered surprizes explained,0
event interesting suspense last long,1
minute made emma acquainted whole,1
miss smith miss bickerton another parlour boarder mr,1
goddard also ball walked together taken road richmond road though apparently public enough safety led alarm,0
half mile beyond highbury making sudden turn deeply shaded elm side became considerable stretch retired young lady advanced way suddenly perceived small distance broader patch greensward side party gipsy,0
child watch came towards beg miss bickerton excessively frightened gave great scream calling harriet follow ran steep bank cleared slight hedge top made best way short cut back highbury,0
poor harriet could follow,1
suffered much cramp dancing first attempt mount bank brought return made absolutely powerless state exceedingly terrified obliged remain,0
tramper might behaved young lady courageous must doubtful invitation attack could resisted harriet wa soon assailed half dozen child headed stout woman great boy clamorous impertinent look though absolutely word,0
frightened immediately promised money taking purse gave shilling begged want use ill,0
wa able walk though slowly wa moving awaybut terror purse tempting wa followed rather surrounded whole gang demanding,0
state frank churchill found trembling conditioning loud insolent,1
fortunate chance leaving highbury delayed bring assistance critical moment,0
pleasantness morning induced walk forward leave horse meet another road mile two beyond highbury happening borrowed pair scissors night miss bates forgotten restore obliged stop door go minute wa therefore later intended foot wa unseen whole party till almost close,0
terror woman boy creating harriet wa portion,1
left completely frightened harriet eagerly clinging hardly able speak strength enough reach hartfield spirit quite overcome,0
wa idea bring hartfield thought place,1
wa amount whole storyof communication harriets soon recovered sens speech,0
dared stay longer see well several delay left another minute lose emma engaging give assurance safety mr,0
goddard notice set people neighbourhood mr,1
knightley set grateful blessing could utter friend,1
